ped_ave_time_exposure,ped_ave_threshold_exposure,ped_ave_time_sum,bike_ave_time_exposure,bike_ave_threshold_exposure,bike_ave_time_sum,final_threshold_exposure,final_time_exposure,final_time_sum
1.0,1.0,1.0,1.0189904959675071,1.0,1.0,1.0,1.0094952479837536,1.0
0.9993191957436478,1.0,1.0,1.0097296066800492,1.0,1.0,1.0,1.0045244012118486,1.0
0.9986383914872957,1.0,1.0,1.0004687173925908,1.0,1.0,1.0,0.9995535544399432,1.0
0.9979575872309435,1.0,1.0,0.9987964044457146,1.0,1.0,1.0,0.9983769958383291,1.0
0.9972767829745913,1.0,1.0,0.9975286442940254,1.0,1.0,1.0,0.9974027136343084,1.0
0.9965959787182391,1.0,1.0,0.9962608841423364,1.0,1.0,1.0,0.9964284314302878,1.0
0.995915174461887,1.0,1.0,0.9949931239906472,1.0,1.0,1.0,0.9954541492262672,1.0
0.9952343702055348,1.0,1.0,0.993725363838958,1.0,1.0,1.0,0.9944798670222464,1.0
0.9945535659491826,1.0,1.0,0.9924576036872689,1.0,1.0,1.0,0.9935055848182257,1.0
0.9938727616928306,1.0,1.0,0.9911898435355798,1.0,1.0,1.0,0.9925313026142052,1.0
0.9931919574364784,1.0,1.0,0.9899220833838906,1.0,1.0,1.0,0.9915570204101845,1.0
0.9925111531801262,1.0,1.0,0.9886543232322016,1.0,1.0,1.0,0.9905827382061638,1.0
0.991830348923774,1.0,1.0,0.9873865630805123,1.0,1.0,1.0,0.9896084560021432,1.0
0.9911495446674219,1.0,1.0,0.9861188029288234,1.0,1.0,1.0,0.9886341737981226,1.0
0.9904687404110697,1.0,1.0,0.9848510427771341,1.0,1.0,1.0,0.987659891594102,1.0
0.9897879361547175,1.0,1.0,0.983583282625445,1.0,1.0,1.0,0.9866856093900813,1.0
0.9891071318983653,1.0,1.0,0.9823155224737558,1.0,1.0,1.0,0.9857113271860605,1.0
0.9884263276420132,1.0,1.0,0.9810477623220668,1.0,1.0,1.0,0.9847370449820401,1.0
0.987745523385661,1.0,1.0,0.9797800021703775,1.0,1.0,1.0,0.9837627627780192,1.0
0.9870778251197755,1.0,1.0,0.9785122420186885,1.0,1.0,1.0,0.9827950335692319,1.0
0.9867224247914096,1.0,1.0,0.9746150971135229,1.0,1.0,1.0,0.9806687609524662,1.0
0.9863670244630437,1.0,1.0,0.965706057040439,1.0,1.0,1.0,0.9760365407517413,1.0
0.9860116241346778,1.0,1.0,0.9567970169673543,1.0,1.0,1.0,0.9714043205510161,1.0
0.9856562238063119,1.0,1.0,0.9478879768942704,1.0,1.0,1.0,0.9667721003502912,1.0
0.985300823477946,1.0,1.0,0.9389789368211864,1.0,1.0,1.0,0.9621398801495662,1.0
