ave_threshold_exposure,ave_time_exposure,ave_time_sum
1.0,1.0,1.0
1.0,1.001247750355306,1.0
1.0,1.0024955007106122,1.0
1.0,1.0037432510659186,1.0
1.0,1.0049910014212244,1.0
1.0,1.0062387517765305,1.0
1.0,1.0074865021318367,1.0
1.0,1.008734252487143,1.0
1.0,1.009982002842449,1.0
1.0,1.0112297531977552,1.0
1.0,1.0124775035530613,1.0
1.0,1.0137252539083674,1.0
1.0,1.0149730042636735,1.0
1.0,1.0162207546189796,1.0
1.0,1.0168234877896145,1.0
1.0,1.015884014881173,1.0
1.0,1.0149445419727312,1.0
1.0,1.0140050690642897,1.0
1.0,1.0130655961558481,1.0
1.0,1.0121261232474066,1.0
1.0,1.0111866503389648,1.0
1.0,1.0102471774305233,1.0
1.0,1.0093077045220817,1.0
1.0,1.00836823161364,1.0
1.0,1.0074287587051984,1.0
1.0,1.006489285796757,1.0
1.0,1.0055498128883154,1.0
1.0,1.0046103399798736,1.0
1.0,1.003670867071432,1.0
1.0,1.0027313941629905,1.0
1.0,1.0017919212545487,1.0
1.0,1.0008524483461072,1.0
1.0,0.9999129754376657,1.0
1.0,0.998973502529224,1.0
1.0,0.9980340296207825,1.0
1.0,0.9970945567123408,1.0
1.0,0.9961550838038993,1.0
1.0,0.9952156108954576,1.0
1.0,0.9942761379870161,1.0
1.0,0.9933366650785745,1.0
1.0,0.9923971921701329,1.0
1.0,0.9914577192616912,1.0
1.0,0.9905182463532496,1.0
1.0,0.989578773444808,1.0
1.0,0.9886393005363664,1.0
1.0,0.9876998276279249,1.0
1.0,0.9867603547194833,1.0
1.0,0.9858208818110417,1.0
1.0,0.9848814089026001,1.0
1.0,0.9839419359941585,1.0
1.0,0.9830024630857168,1.0
1.0,0.9820629901772753,1.0
1.0,0.9811235172688336,1.0
1.0,0.9801840443603921,1.0
1.0,0.9792445714519504,1.0
1.0,0.9783050985435089,1.0
1.0,0.9773656256350673,1.0
1.0,0.9764261527266257,1.0
1.0,0.975486679818184,1.0
1.0,0.9745472069097424,1.0
1.0,0.9736077340013009,1.0
1.0,0.9726682610928592,1.0
1.0,0.9717287881844177,1.0
1.0,0.970789315275976,1.0
1.0,0.9698498423675345,1.0
1.0,0.9689103694590929,1.0
1.0,0.9679708965506513,1.0
1.0,0.9670314236422096,1.0
1.0,0.966091950733768,1.0
1.0,0.9651524778253264,1.0
1.0,0.9642130049168848,1.0
1.0,0.9632735320084432,1.0
1.0,0.9623340591000016,1.0
1.0,0.96139458619156,1.0
1.0,0.9604551132831185,1.0
1.0,0.9595156403746768,1.0
1.0,0.9585761674662352,1.0
1.0,0.9576366945577937,1.0
1.0,0.956697221649352,1.0
1.0,0.9557577487409104,1.0
1.0,0.9548182758324688,1.0
1.0,0.9538788029240273,1.0
1.0,0.9529393300155856,1.0
1.0,0.9519998571071441,1.0
1.0,0.9510603841987024,1.0
1.0,0.9501209112902609,1.0
1.0,0.9491814383818192,1.0
1.0,0.9482419654733776,1.0
1.0,0.947302492564936,1.0
1.0,0.9463630196564944,1.0
1.0,0.9454235467480528,1.0
1.0,0.9444840738396112,1.0
1.0,0.9435446009311697,1.0
1.0,0.942605128022728,1.0
1.0,0.9416656551142863,1.0
1.0,0.9407261822058449,1.0
1.0,0.9397867092974032,1.0
1.0,0.9388472363889617,1.0
1.0,0.9379077634805201,1.0
1.0,0.9369682905720784,1.0
1.0,0.9360288176636368,1.0
1.0,0.9350893447551952,1.0
1.0,0.9341498718467537,1.0
1.0,0.933210398938312,1.0
1.0,0.9322709260298705,1.0
1.0,0.931331453121429,1.0
1.0,0.9303919802129873,1.0
1.0,0.9294525073045456,1.0
1.0,0.9285130343961041,1.0
1.0,0.9275735614876625,1.0
1.0,0.9266340885792208,1.0
1.0,0.9256946156707793,1.0
1.0,0.9247551427623377,1.0
1.0,0.9238156698538961,1.0
1.0,0.9228761969454544,1.0
1.0,0.9219367240370129,1.0
1.0,0.9209972511285713,1.0
1.0,0.9200577782201297,1.0
1.0,0.919118305311688,1.0
1.0,0.9181788324032464,1.0
1.0,0.9172393594948048,1.0
1.0,0.9162998865863632,1.0
1.0,0.9153604136779216,1.0
1.0,0.9144209407694801,1.0
1.0,0.9134814678610385,1.0
1.0,0.9125419949525968,1.0
1.0,0.9116025220441553,1.0
1.0,0.9106630491357136,1.0
1.0,0.909723576227272,1.0
1.0,0.9087841033188304,1.0
1.0,0.9078446304103889,1.0
1.0,0.9069051575019472,1.0
1.0,0.9059656845935057,1.0
1.0,0.905026211685064,1.0
1.0,0.9040867387766225,1.0
1.0,0.9031472658681808,1.0
1.0,0.9022077929597392,1.0
1.0,0.9012683200512976,1.0
1.0,0.900328847142856,1.0
1.0,0.8993893742344145,1.0
1.0,0.8984499013259728,1.0
1.0,0.8975104284175313,1.0
1.0,0.8965709555090896,1.0
1.0,0.8956314826006481,1.0
1.0,0.8946920096922064,1.0
1.0,0.8937525367837648,1.0
1.0,0.8928130638753232,1.0
1.0,0.8918735909668816,1.0
1.0,0.89093411805844,1.0
1.0,0.8899946451499984,1.0
1.0,0.8890551722415568,1.0
1.0,0.8881156993331152,1.0
1.0,0.8871762264246736,1.0
1.0,0.886236753516232,1.0
1.0,0.8852972806077903,1.0
1.0,0.8843578076993488,1.0
1.0,0.8834183347909071,1.0
1.0,0.8824788618824656,1.0
1.0,0.8815393889740241,1.0
1.0,0.8805999160655824,1.0
1.0,0.8796604431571409,1.0
1.0,0.8787209702486992,1.0
1.0,0.8777814973402576,1.0
0.9255652499095517,0.876842024431816,1.1907015813450192
0.7630493788787257,0.8759025515233744,1.6070667006150132
0.7531247455333314,0.8749630786149328,1.6324935781276855
0.7851701381297836,0.8740236057064912,1.6081360712571242
0.8614964368595136,0.8730841327980496,1.550120918529061
0.8690708023823129,0.872144659889608,1.5443636896323818
0.8690708023823129,0.8712051869811663,1.5443636896323818
0.8690708023823129,0.8702657140727248,1.5443636896323818
0.8690708023823129,0.8693262411642833,1.5443636896323818
0.8690708023823129,0.8660262088870487,1.5443636896323818
0.8690708023823129,0.8618446732072812,1.5443636896323818
0.8690708023823129,0.857663137527514,1.5443636896323818
0.8690708023823129,0.8534816018477466,1.5443636896323818
0.8690708023823129,0.8493000661679794,1.5443636896323818
0.8690708023823129,0.845118530488212,1.5443636896323818
0.8690708023823129,0.8409369948084447,1.5443636896323818
0.8690708023823129,0.8367554591286775,1.5443636896323818
0.8690708023823129,0.83257392344891,1.5443636896323818
0.8690708023823129,0.8283923877691428,1.5443636896323818
0.8690708023823129,0.8242108520893754,1.5443636896323818
0.8690708023823129,0.8200293164096082,1.5443636896323818
0.8690708023823129,0.8158477807298407,1.5443636896323818
0.8690708023823129,0.8116662450500736,1.5443636896323818
0.8690708023823129,0.8074847093703066,1.5443636896323818
0.8839481629988554,0.8033031736905388,1.4940316333924422
0.9813948750372242,0.7991216380107714,1.1643566650207853
1.017100540516934,0.7949401023310048,1.043559730044904
1.017100540516934,0.7907585666512373,1.043559730044904
1.017100540516934,0.7865770309714695,1.043559730044904
1.017100540516934,0.7823954952917026,1.043559730044904
1.0162412168728672,0.7782139596119354,1.041370798886869
1.0049840771355887,0.774032423932168,1.012695800716605
1.0,0.7698508882524002,1.0
1.0,0.7656693525726336,1.0
1.0,0.761487816892866,1.0
1.0,0.7573062812130983,1.0
1.0,0.7531247455333314,1.0
