ave_threshold_exposure,ave_time_exposure,ave_time_sum
1.0,1.0,1.0
1.0,0.9952051435204353,1.0
1.0,0.9904102870408693,1.0
1.0,0.9856154305613033,1.0
1.0,0.9808205740817386,1.0
1.0,0.9760257176021727,1.0
1.0,0.9712308611226079,1.0
1.0,0.9664360046430434,1.0
1.0,0.9616411481634772,1.0
1.0,0.9585871854675201,1.0
1.0,0.9567416875614294,1.0
1.0,0.9548961896553391,1.0
1.0,0.9530506917492487,1.0
1.0,0.9512051938431583,1.0
1.0,0.9493596959370678,1.0
1.0,0.9475141980309774,1.0
1.0,0.9456687001248867,1.0
1.0,0.9438232022187962,1.0
1.0,0.941977704312706,1.0
1.0,0.9401322064066153,1.0
1.0,0.9382867085005251,1.0
1.0,0.9364412105944344,1.0
1.0,0.934595712688344,1.0
1.0,0.9327502147822535,1.0
1.0,0.9309047168761629,1.0
1.0,0.9290592189700726,1.0
1.0,0.9272137210639819,1.0
1.0,0.9253682231578917,1.0
1.0,0.923522725251801,1.0
1.0,0.9216772273457107,1.0
1.0,0.9198317294396201,1.0
1.0,0.9179862315335299,1.0
1.0,0.9161407336274392,1.0
1.0,0.9142952357213485,1.0
1.0,0.9124497378152583,1.0
1.0,0.910604239909168,1.0
1.0,0.9087587420030774,1.0
1.0,0.9069132440969869,1.0
1.0,0.9050677461908965,1.0
1.0,0.9032222482848058,1.0
1.0,0.9013767503787155,1.0
1.0,0.8995312524726249,1.0
1.0,0.8976857545665345,1.0
1.0,0.895840256660444,1.0
1.0,0.8939947587543535,1.0
1.0,0.892149260848263,1.0
1.0,0.8903037629421726,1.0
1.0,0.888458265036082,1.0
1.0,0.8866127671299917,1.0
1.0,0.8847672692239013,1.0
1.0,0.8829217713178106,1.0
1.0,0.8810762734117201,1.0
1.0,0.8792307755056296,1.0
1.0,0.8773852775995392,1.0
1.0,0.875539779693449,1.0
1.0,0.8736942817873583,1.0
1.0,0.8718487838812677,1.0
1.0,0.8700032859751774,1.0
1.0,0.8681577880690868,1.0
1.0,0.8663122901629965,1.0
1.0,0.8644667922569061,1.0
1.0,0.8626212943508156,1.0
1.0,0.8607757964447249,1.0
1.0,0.8589302985386346,1.0
1.0,0.857084800632544,1.0
1.0,0.8552393027264537,1.0
1.0,0.8533938048203631,1.0
1.0,0.8517557457790013,1.0
1.0,0.8502196389630676,1.0
1.0,0.8486835321471341,1.0
1.0,0.8471474253312007,1.0
1.0,0.8456113185152674,1.0
1.0,0.8440752116993339,1.0
1.0,0.8425391048834002,1.0
1.0,0.8410029980674669,1.0
1.0,0.8394668912515333,1.0
1.0,0.8379307844356,1.0
1.0,0.8363946776196667,1.0
1.0,0.834858570803733,1.0
1.0,0.8333224639877994,1.0
1.0,0.8317863571718662,1.0
0.9521468017412851,0.8302502503559326,1.0201676779257727
0.8541972865554736,0.8287141435399992,1.0614483936800905
0.8556651143899214,0.8271780367240655,1.0592804059379763
0.8590732444349796,0.8256419299081323,1.0525840704392744
0.8610280084883102,0.8241058230921987,1.0420316045149394
0.8614910904916657,0.8225697162762651,1.042171939291503
0.861698602485089,0.8210336094603319,1.0427180796854936
0.861698602485089,0.8194975026443985,1.0427180796854936
0.7647863543383953,0.8179613958284648,1.129750501122392
0.7074066976581849,0.8164252890125316,1.2070004419473175
0.735589738239764,0.814889182196598,1.2504519633058497
0.7398151820227014,0.8133530753806644,1.2759931699947606
0.7399222442304977,0.811816968564731,1.2909378106591467
0.7399222442304977,0.8102808617487973,1.2909378106591467
0.7399222442304977,0.8070413366089921,1.2909378106591467
0.7399222442304977,0.8028211147051774,1.2909378106591467
0.7399222442304977,0.7986008928013626,1.2909378106591467
0.7399222442304977,0.7943806708975477,1.2909378106591467
0.7399222442304977,0.7901604489937333,1.2909378106591467
0.7399222442304977,0.7859402270899185,1.2909378106591467
0.7399222442304977,0.781720005186104,1.2909378106591467
0.7399222442304977,0.7774997832822889,1.2909378106591467
0.7399222442304977,0.773279561378474,1.2909378106591467
0.7399222442304977,0.7690593394746599,1.2909378106591467
