ped_ave_time_exposure,ped_ave_threshold_exposure,ped_ave_time_sum,bike_ave_time_exposure,bike_ave_threshold_exposure,bike_ave_time_sum,final_threshold_exposure,final_time_exposure,final_time_sum
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9985331100042973,1.0,1.0,0.9995876897146013,1.0,1.0,1.0,0.9990603998594494,1.0
0.9970662200085946,1.0,1.0,0.9991753794292028,1.0,1.0,1.0,0.9981207997188987,1.0
0.9955993300128919,1.0,1.0,0.9987630691438041,1.0,1.0,1.0,0.9971811995783479,1.0
0.9941324400171893,1.0,1.0,0.9983507588584054,1.0,1.0,1.0,0.9962415994377973,1.0
0.9926655500214866,1.0,1.0,0.9979384485730067,1.0,1.0,1.0,0.9953019992972467,1.0
0.9911986600257838,1.0,1.0,0.9975261382876082,1.0,1.0,1.0,0.994362399156696,1.0
0.9897317700300812,1.0,1.0,0.9971138280022095,1.0,1.0,1.0,0.9934227990161453,1.0
0.9882648800343785,1.0,1.0,0.9967015177168108,1.0,1.0,1.0,0.9924831988755947,1.0
0.9867979900386759,1.0,1.0,0.9962892074314121,1.0,1.0,1.0,0.991543598735044,1.0
0.9853311000429731,1.0,1.0,0.9958768971460136,1.0,1.0,1.0,0.9906039985944933,1.0
0.9838642100472704,1.0,1.0,0.9954645868606149,1.0,1.0,1.0,0.9896643984539426,1.0
0.9823973200515678,1.0,1.0,0.9950522765752162,1.0,1.0,1.0,0.988724798313392,1.0
0.980930430055865,1.0,1.0,0.9946399662898175,1.0,1.0,1.0,0.9877851981728413,1.0
0.9794635400601623,1.0,1.0,0.9942276560044189,1.0,1.0,1.0,0.9868455980322905,1.0
0.9779966500644597,1.0,1.0,0.9938153457190202,1.0,1.0,1.0,0.9859059978917399,1.0
0.976529760068757,1.0,1.0,0.9934030354336215,1.0,1.0,1.0,0.9849663977511893,1.0
0.9750628700730543,1.0,1.0,0.992990725148223,1.0,1.0,1.0,0.9840267976106386,1.0
0.9735959800773516,1.0,1.0,0.9925784148628243,1.0,1.0,1.0,0.9830871974700879,1.0
0.9721290900816489,1.0,1.0,0.9921661045774256,1.0,1.0,1.0,0.9821475973295373,1.0
0.9706622000859462,1.0,1.0,0.9917537942920269,1.0,1.0,1.0,0.9812079971889865,1.0
