ave_threshold_exposure,ave_time_exposure,ave_time_sum
1.0,1.0,1.0
1.0,0.9993191957436478,1.0
1.0,0.9986383914872957,1.0
1.0,0.9979575872309435,1.0
1.0,0.9972767829745913,1.0
1.0,0.9965959787182391,1.0
1.0,0.995915174461887,1.0
1.0,0.9952343702055348,1.0
1.0,0.9945535659491826,1.0
1.0,0.9938727616928306,1.0
1.0,0.9931919574364784,1.0
1.0,0.9925111531801262,1.0
1.0,0.991830348923774,1.0
1.0,0.9911495446674219,1.0
1.0,0.9904687404110697,1.0
1.0,0.9897879361547175,1.0
1.0,0.9891071318983653,1.0
1.0,0.9884263276420132,1.0
1.0,0.987745523385661,1.0
1.0,0.9870778251197755,1.0
1.0,0.9867224247914096,1.0
1.0,0.9863670244630437,1.0
1.0,0.9860116241346778,1.0
1.0,0.9856562238063119,1.0
1.0,0.985300823477946,1.0
1.0,0.9849454231495801,1.0
1.0,0.9845900228212142,1.0
1.0,0.9842346224928483,1.0
1.0,0.9838792221644824,1.0
1.0,0.9835238218361165,1.0
1.0,0.9831684215077506,1.0
1.0,0.9828130211793847,1.0
1.0,0.9824576208510188,1.0
1.0,0.982102220522653,1.0
1.0,0.9817468201942869,1.0
1.0,0.981391419865921,1.0
1.0,0.9810360195375551,1.0
1.0,0.9806806192091893,1.0
1.0,0.9803252188808234,1.0
1.0,0.9799698185524575,1.0
1.0,0.9796144182240916,1.0
1.0,0.9792590178957257,1.0
1.0,0.9789036175673598,1.0
1.0,0.9785482172389939,1.0
1.0,0.978192816910628,1.0
1.0,0.9778374165822621,1.0
1.0,0.9774820162538962,1.0
1.0,0.9771266159255303,1.0
1.0,0.9767712155971644,1.0
1.0,0.9764158152687985,1.0
1.0,0.9760604149404326,1.0
1.0,0.9757050146120667,1.0
1.0,0.9753496142837008,1.0
1.0,0.9749942139553348,1.0
1.0,0.9746388136269689,1.0
1.0,0.974283413298603,1.0
1.0,0.9739280129702371,1.0
1.0,0.9735726126418712,1.0
1.0,0.9732172123135053,1.0
1.0,0.9728618119851394,1.0
1.0,0.9725064116567735,1.0
1.0,0.9721510113284076,1.0
1.0,0.9717956110000417,1.0
1.0,0.9714402106716759,1.0
1.0,0.97108481034331,1.0
1.0,0.9707294100149441,1.0
1.0,0.9703740096865782,1.0
1.0,0.9700186093582123,1.0
1.0,0.9696632090298464,1.0
1.0,0.9693078087014804,1.0
1.0,0.9689524083731146,1.0
1.0,0.9685970080447486,1.0
1.0,0.9682416077163828,1.0
1.0,0.9678862073880168,1.0
1.0,0.9675308070596509,1.0
1.0,0.967175406731285,1.0
1.0,0.9668200064029191,1.0
1.0,0.9664646060745532,1.0
1.0,0.9661092057461873,1.0
1.0,0.9657538054178214,1.0
1.0,0.9653984050894555,1.0
1.0,0.9650430047610896,1.0
1.0,0.9646876044327237,1.0
1.0,0.9643322041043578,1.0
1.0,0.9639768037759919,1.0
1.0,0.963621403447626,1.0
1.0,0.9632660031192601,1.0
1.0,0.9629106027908942,1.0
1.0,0.9625552024625283,1.0
1.0,0.9621998021341625,1.0
1.0,0.9618444018057964,1.0
1.0,0.9614890014774305,1.0
1.0,0.9611336011490647,1.0
1.0,0.9607782008206988,1.0
1.0,0.9604228004923329,1.0
1.0,0.960067400163967,1.0
1.0,0.9597119998356011,1.0
1.0,0.9593565995072352,1.0
1.0,0.9590011991788693,1.0
1.0,0.9586457988505034,1.0
1.0,0.9582903985221375,1.0
1.0,0.9579349981937716,1.0
1.0,0.9575795978654057,1.0
1.0,0.9572241975370398,1.0
1.0,0.9568687972086739,1.0
1.0,0.956513396880308,1.0
1.0,0.956157996551942,1.0
1.0,0.9558025962235762,1.0
1.0,0.9554471958952102,1.0
1.0,0.9550917955668443,1.0
1.0,0.9547363952384784,1.0
1.0,0.9543809949101125,1.0
1.0,0.9540255945817466,1.0
1.0,0.9536701942533807,1.0
1.0,0.9533147939250148,1.0
1.0,0.9529593935966489,1.0
1.0,0.952603993268283,1.0
1.0,0.9522485929399171,1.0
1.0,0.9518931926115513,1.0
1.0,0.9515377922831854,1.0
1.0,0.9511823919548195,1.0
1.0,0.9508269916264536,1.0
1.0,0.9504715912980877,1.0
1.0,0.9501161909697218,1.0
1.0,0.9497607906413559,1.0
1.0,0.94940539031299,1.0
1.0,0.9490499899846241,1.0
1.0,0.9486945896562581,1.0
1.0,0.9483391893278922,1.0
1.0,0.9479837889995263,1.0
1.0,0.9476283886711604,1.0
1.0,0.9472729883427945,1.0
1.0,0.9469175880144286,1.0
1.0,0.9465621876860627,1.0
1.0,0.9462067873576968,1.0
1.0,0.9458513870293309,1.0
1.0,0.945495986700965,1.0
1.0,0.9451405863725991,1.0
1.0,0.9447851860442332,1.0
1.0,0.9444297857158673,1.0
1.0,0.9440743853875014,1.0
1.0,0.9437189850591354,1.0
1.0,0.9433635847307696,1.0
1.0,0.9430081844024036,1.0
1.0,0.9426527840740377,1.0
1.0,0.9422973837456718,1.0
1.0,0.941941983417306,1.0
1.0,0.94158658308894,1.0
1.0,0.9412311827605742,1.0
1.0,0.9408757824322083,1.0
1.0,0.9405203821038424,1.0
1.0,0.9401649817754765,1.0
1.0,0.9398095814471106,1.0
1.0,0.9394541811187447,1.0
1.0,0.9390987807903788,1.0
1.0,0.9387433804620129,1.0
1.0,0.938387980133647,1.0
1.0,0.9380325798052811,1.0
1.0,0.9376771794769152,1.0
1.0,0.9373217791485493,1.0
1.0,0.9369663788201834,1.0
1.0,0.9366109784918175,1.0
1.0,0.9362555781634515,1.0
1.0,0.9359001778350856,1.0
1.0,0.9355447775067197,1.0
1.0,0.9350693401046166,1.0
1.0,0.9345667870196619,1.0
1.0,0.9340642339347071,1.0
1.0,0.9335616808497522,1.0
1.0,0.9330591277647974,1.0
1.0,0.9325565746798425,1.0
1.0,0.9320540215948877,1.0
1.0,0.931551468509933,1.0
1.0,0.9310489154249781,1.0
0.955488009062033,0.9305463623400233,1.356817826339605
0.9179825352161528,0.9300438092550685,1.6574698837183506
0.9179825352161528,0.9295412561701136,1.6574698837183506
0.9179825352161528,0.9290387030851588,1.6574698837183506
0.9210598535914069,0.928536150000204,1.6372390735684397
0.9325778166530716,0.9280335969152492,1.5615180412930616
0.9354792882640256,0.9275310438302944,1.5424432774374301
0.9354792882640256,0.9270284907453396,1.5424432774374301
0.9354792882640256,0.9265259376603847,1.5424432774374301
0.9354792882640256,0.92602338457543,1.5424432774374301
0.9354792882640256,0.9255208314904751,1.5424432774374301
0.9354792882640256,0.9250182784055203,1.5424432774374301
0.9583030615631524,0.9245157253205655,1.3302691582128263
0.9883894116847384,0.9240131722356106,1.0563449180730156
0.9968865461500973,0.9235106191506558,1.01510925177377
1.0,0.923008066065701,1.0
1.0,0.9225055129807461,1.0
1.0,0.9220029598957913,1.0
1.0,0.9215004068108366,1.0
1.0,0.9209978537258817,1.0
1.0,0.9204953006409269,1.0
1.0,0.919992747555972,1.0
1.0,0.9194901944710173,1.0
1.0,0.9189876413860625,1.0
1.0,0.9184850883011076,1.0
1.0,0.9179825352161528,1.0
