threshold,normal_time,aqi_time,average_normal_exp_history,average_route_exp_history,total_normal_exp_history,total_route_exp
132,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
131,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
130,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
129,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
128,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
127,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
126,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
125,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
124,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
123,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
122,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
121,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
120,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
119,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
118,1412.667,1827.92,115.05287358098235,98.488924398886,2.105978705673806,2.3187362407782657
117,1412.667,2171.45,115.05287358098235,97.64821685869646,2.105978705673806,2.69863667765528
116,1412.667,2171.45,115.05287358098235,97.64821685869646,2.105978705673806,2.69863667765528
115,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
114,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
113,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
112,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
111,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
110,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
109,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
108,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
107,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
106,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
105,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
104,1412.667,1412.667,115.05287358098235,115.05287358098235,2.105978705673806,2.105978705673806
