ped_ave_time_exposure,ped_ave_threshold_exposure,ped_ave_time_sum,bike_ave_time_exposure,bike_ave_threshold_exposure,bike_ave_time_sum,final_threshold_exposure,final_time_exposure,final_time_sum
0.9992965984772206,1.0,1.0,0.9949753062035499,1.0,1.0,1.0,0.9971359523403853,1.0
0.9990237585228017,1.0,1.0,0.9941569757714279,1.0,1.0,1.0,0.9965903671471148,1.0
0.9987509185683824,1.0,1.0,0.9889383164639816,1.0,1.0,1.0,0.9938446175161819,1.0
0.998533848740597,1.0,1.0,0.9839477487381604,1.0,1.0,1.0,0.9912407987393788,1.0
0.9983523050590445,1.0,1.0,0.9794799807619751,1.0,1.0,1.0,0.9889161429105098,1.0
0.9981707613774919,1.0,1.0,0.9752611585947177,1.0,1.0,1.0,0.9867159599861048,1.0
0.9979916460588939,1.0,1.0,0.9710423364274606,1.0,1.0,1.0,0.9845169912431773,1.0
0.9978299938027334,1.0,1.0,0.9668235142602035,1.0,1.0,1.0,0.9823267540314684,1.0
0.9976064920748456,1.0,1.0,0.9629306967569731,1.0,1.0,1.0,0.9802685944159093,1.0
0.9973911471346893,1.0,1.0,0.9592669386246583,1.0,1.0,1.0,0.9783290428796738,1.0
0.9969585799716496,1.0,1.0,0.9555670795213456,1.0,1.0,1.0,0.9762628297464976,1.0
0.9962467603902079,1.0,1.0,0.9518672204180327,1.0,1.0,1.0,0.9740569904041203,1.0
0.9954314611147709,1.0,1.0,0.9481639705536021,1.0,1.0,1.0,0.9717977158341865,1.0
0.9946285481336801,1.0,1.0,0.9444602082876884,1.0,1.0,1.0,0.9695443782106843,1.0
0.9937929815188774,1.0,1.0,0.940903061715773,1.0,1.0,1.0,0.9673480216173251,1.0
0.9929103801933894,1.0,1.0,0.9376037314387152,1.0,1.0,1.0,0.9652570558160523,1.0
0.9921268543083838,1.0,1.0,0.9341415058425594,1.0,1.0,1.0,0.9631341800754716,1.0
0.9911707709129343,1.0,1.0,0.930997203855364,1.0,1.0,1.0,0.9610839873841491,1.0
0.9902182888681209,1.0,1.0,0.9283131417419361,1.0,1.0,1.0,0.9592657153050286,1.0
0.989231647698525,1.0,1.0,0.9259756062648181,1.0,1.0,1.0,0.9576036269816716,1.0
0.987822445353467,1.0,1.0,0.9236934119193245,1.0,1.0,1.0,0.9557579286363957,1.0
0.9862706860680999,1.0,1.0,0.9215918930834485,1.0,1.0,1.0,0.9539312895757741,1.0
0.9851860711419161,1.0,1.0,0.9194564683540578,1.0,1.0,1.0,0.952321269747987,1.0
0.9843208873845286,1.0,1.0,0.917166362593384,1.0,1.0,1.0,0.9507436249889563,1.0
0.9836269302531757,1.0,1.0,0.914854280279353,1.0,1.0,1.0,0.9492406052662643,1.0
0.9829278309251687,1.0,1.0,0.9123632989003296,1.0,1.0,1.0,0.9476455649127491,1.0
0.9822168777508636,1.0,1.0,0.9097687187375294,1.0,1.0,1.0,0.9459927982441965,1.0
0.9813382773746891,1.0,1.0,0.9070837821360342,1.0,1.0,1.0,0.9442110297553616,1.0
0.9804213666332632,1.0,1.0,0.9043982132604834,1.0,1.0,1.0,0.9424097899468733,1.0
0.9794917730059421,1.0,1.0,0.9017092538420719,1.0,1.0,1.0,0.940600513424007,1.0
0.9783833057684133,1.0,1.0,0.8992266097606775,1.0,1.0,1.0,0.9388049577645454,1.0
0.9771969125992418,1.0,1.0,0.896810077455589,1.0,1.0,1.0,0.9370034950274154,1.0
0.9760319669677444,1.0,1.0,0.8944112322609772,1.0,1.0,1.0,0.9352215996143608,1.0
0.9749413134328357,1.0,1.0,0.8920123870663655,1.0,1.0,1.0,0.9334768502496007,1.0
0.9737854597380369,1.0,1.0,0.8896191312918197,1.0,1.0,1.0,0.9317022955149283,1.0
0.9726300144091931,1.0,1.0,0.8872120915373664,1.0,1.0,1.0,0.9299210529732798,1.0
0.9715554571909993,1.0,1.0,0.8848436933734597,1.0,1.0,1.0,0.9281995752822295,1.0
0.9705098706228134,1.0,1.0,0.8825687897757071,1.0,1.0,1.0,0.9265393301992602,1.0
0.9694522995469709,1.0,1.0,0.8802925819202716,1.0,1.0,1.0,0.9248724407336213,1.0
0.968386720104993,1.0,1.0,0.8780198959764686,1.0,1.0,1.0,0.9232033080407308,1.0
0.967314861451766,1.0,1.0,0.87573940360035,1.0,1.0,1.0,0.921527132526058,1.0
0.966242976712548,1.0,1.0,0.8734573515407317,1.0,1.0,1.0,0.9198501641266399,1.0
0.9651705105894867,1.0,1.0,0.8712372480516892,1.0,1.0,1.0,0.918203879320588,1.0
0.9641304189003543,1.0,1.0,0.8691168187813474,1.0,1.0,1.0,0.9166236188408509,1.0
0.9630903963489145,1.0,1.0,0.8669945305143268,1.0,1.0,1.0,0.9150424634316207,1.0
0.962078084777074,1.0,1.0,0.8648609076762805,1.0,1.0,1.0,0.9134694962266773,1.0
0.9610718019121752,1.0,1.0,0.8627285650118338,1.0,1.0,1.0,0.9119001834620045,1.0
0.960064989129275,1.0,1.0,0.8606011173406785,1.0,1.0,1.0,0.9103330532349767,1.0
0.9590520381463971,1.0,1.0,0.8585197749680401,1.0,1.0,1.0,0.9087859065572186,1.0
0.9580389768378299,1.0,1.0,0.856446774267232,1.0,1.0,1.0,0.907242875552531,1.0
0.9570246839025566,1.0,1.0,0.854322304533405,1.0,1.0,1.0,0.9056734942179807,1.0
0.956001127396034,1.0,1.0,0.8523046524473101,1.0,1.0,1.0,0.9041528899216721,1.0
0.9549642209540731,1.0,1.0,0.8504158202246073,1.0,1.0,1.0,0.9026900205893402,1.0
0.9539092109171696,1.0,1.0,0.8487696504147675,1.0,1.0,1.0,0.9013394306659686,1.0
0.9528486834622154,1.0,1.0,0.8471040616664232,1.0,1.0,1.0,0.8999763725643193,1.0
0.9517893210059473,1.0,1.0,0.8454414908441069,1.0,1.0,1.0,0.8986154059250271,1.0
0.9507308970549413,1.0,1.0,0.8437949308841171,1.0,1.0,1.0,0.8972629139695292,1.0
0.9496981347250558,1.0,1.0,0.8420953396368027,1.0,1.0,1.0,0.8958967371809292,1.0
0.948669461732105,1.0,1.0,0.840371245251344,1.0,1.0,1.0,0.8945203534917245,1.0
0.9476381038181405,1.0,1.0,0.8388291423729761,1.0,1.0,1.0,0.8932336230955583,1.0
0.9466161705594108,1.0,1.0,0.8374684393703135,0.9975471819897617,1.001168863632755,0.9987735909948808,0.8920423049648621,1.0005844318163775
0.9455985682040843,1.0,1.0,0.835933594256359,0.9935666192728363,1.003103752492085,0.9967833096364181,0.8907660812302216,1.0015518762460425
0.9445876956075488,1.0,1.0,0.8340435851858481,0.9872153641598743,1.0062909339934087,0.9936076820799371,0.8893156403966984,1.0031454669967044
0.9435729553961368,1.0,1.0,0.8322093097691454,0.978719316989717,1.0107002621306074,0.9893596584948585,0.8878911325826411,1.0053501310653037
0.9425593741042892,1.0,1.0,0.8304494385304976,0.9694772716385067,1.0158273666606474,0.9847386358192534,0.8865044063173935,1.0079136833303237
0.941548918089685,1.0,1.0,0.8292345332801561,0.960631918224779,1.0219104504529506,0.9803159591123896,0.8853917256849205,1.0109552252264753
0.9405570057280757,1.0,1.0,0.8280244959167067,0.951711938708317,1.0347218818237691,0.9758559693541585,0.8842907508223912,1.0173609409118844
0.9395709550701272,1.0,1.0,0.8266586287312494,0.940036909253078,1.0528467358068019,0.970018454626539,0.8831147919006883,1.026423367903401
0.9385849044121788,1.0,1.0,0.8252747789810764,0.9141151348508122,1.0821719330540571,0.957057567425406,0.8819298416966276,1.0410859665270285
0.9376249851751978,1.0,1.0,0.8239015449561105,0.8967485545411192,1.1052861691056721,0.9483742772705597,0.880763265065654,1.052643084552836
0.9367540086127594,1.0,1.0,0.8225362845494043,0.8846670850182374,1.1282885787413814,0.9423335425091187,0.8796451465810818,1.0641442893706907
0.9358996944841492,1.0,1.0,0.8211893830823764,0.8761669742232128,1.1754650970711298,0.9380834871116064,0.8785445387832629,1.087732548535565
0.9350782754283634,1.0,1.0,0.8198891316122257,0.8692577038669335,1.1938128926020197,0.9346288519334667,0.8774837035202945,1.0969064463010099
0.9342568563725776,1.0,1.0,0.818587134332695,0.86358703298218,1.1923397904808057,0.93179351649109,0.8764219953526363,1.0961698952404029
0.933438594779819,1.0,1.0,0.8172926441231273,0.8600050602013358,1.1816481849337288,0.9300025301006679,0.8753656194514732,1.0908240924668644
