threshold,normal_time,aqi_time,average_normal_exp_history,average_route_exp_history,total_normal_exp_history,total_route_exp
132,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
131,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
130,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
129,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
128,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
127,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
126,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
125,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
124,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
123,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
122,997.357,1246.583,115.98981818842395,112.36862345032483,1.495635223013352,1.7811562617915992
121,997.357,1717.171,115.98981818842395,111.14451714870718,1.495635223013352,2.3972778595744164
120,997.357,1717.171,115.98981818842395,111.14451714870718,1.495635223013352,2.3972778595744164
119,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
118,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
117,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
116,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
115,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
114,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
113,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
112,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
111,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
110,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
109,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
108,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
107,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
106,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
105,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
104,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
103,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
102,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
101,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
100,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
99,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
98,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
97,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
96,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
95,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
94,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
93,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
92,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
91,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
90,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
89,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
88,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
87,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
86,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
85,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
84,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
83,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
82,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
81,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
80,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
79,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
78,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
77,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
76,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
75,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
74,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
73,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
72,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
71,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
70,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
69,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
68,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
67,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
66,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
65,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
64,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
63,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
62,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
61,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
60,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
59,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
58,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
57,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
56,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
55,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
54,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
53,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
52,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
51,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
50,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
49,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
48,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
47,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
46,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
45,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
44,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
43,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
42,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
41,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
40,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
39,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
38,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
37,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
36,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
35,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
34,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
33,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
32,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
31,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
30,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
29,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
28,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
27,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
26,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
25,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
24,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
23,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
22,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
21,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
20,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
19,997.357,997.357,115.98981818842395,115.98981818842395,1.495635223013352,1.495635223013352
