ped_ave_time_exposure,ped_ave_threshold_exposure,ped_ave_time_sum,bike_ave_time_exposure,bike_ave_threshold_exposure,bike_ave_time_sum,final_threshold_exposure,final_time_exposure,final_time_sum
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9983513884945568,1.0,1.0,0.9819069867704403,1.0,1.0,1.0,0.9901291876324986,1.0
0.9967027769891137,1.0,1.0,0.963813973540881,1.0,1.0,1.0,0.9802583752649974,1.0
0.9950541654836705,1.0,1.0,0.9457209603113214,1.0,1.0,1.0,0.970387562897496,1.0
0.9934055539782274,1.0,1.0,0.9276279470817621,1.0,1.0,1.0,0.9605167505299947,1.0
0.9917569424727842,1.0,1.0,0.9095349338522024,1.0,1.0,1.0,0.9506459381624933,1.0
0.9901083309673411,1.0,1.0,0.8914419206226432,1.0,1.0,1.0,0.9407751257949921,1.0
0.9884597194618979,1.0,1.0,0.8733489073930835,1.0,1.0,1.0,0.9309043134274907,1.0
0.9868111079564548,1.0,1.0,0.8552558941635242,1.0,1.0,1.0,0.9210335010599895,1.0
0.9851624964510116,1.0,1.0,0.8371628809339646,1.0,1.0,1.0,0.9111626886924882,1.0
0.9835138849455685,1.0,1.0,0.8190698677044048,1.0,1.0,1.0,0.9012918763249866,1.0
0.9818652734401253,1.0,1.0,0.8009768544748457,1.0,1.0,1.0,0.8914210639574855,1.0
0.9802166619346822,1.0,1.0,0.7828838412452859,1.0,1.0,1.0,0.881550251589984,1.0
0.978699844470773,1.0,1.0,0.7647908280157267,1.0,1.0,1.0,0.8717453362432499,1.0
0.9781360442544691,1.0,1.0,0.7466978147861669,1.0,1.0,1.0,0.862416929520318,1.0
0.9775722440381652,1.0,1.0,0.7357876393005635,1.0,1.0,1.0,0.8566799416693643,1.0
0.9770084438218615,1.0,1.0,0.735959533409336,1.0,1.0,1.0,0.8564839886155987,1.0
0.9764446436055576,1.0,1.0,0.7361314275181084,1.0,1.0,1.0,0.856288035561833,1.0
0.9758808433892537,1.0,1.0,0.736303321626881,1.0,1.0,1.0,0.8560920825080673,1.0
0.9753170431729499,1.0,1.0,0.7364752157356534,1.0,1.0,1.0,0.8558961294543017,1.0
0.974753242956646,1.0,1.0,0.7366471098444258,1.0,1.0,1.0,0.8557001764005359,1.0
0.9741894427403421,1.0,1.0,0.7368190039531983,1.0,1.0,1.0,0.8555042233467702,1.0
0.9736256425240383,1.0,1.0,0.7369908980619708,1.0,1.0,1.0,0.8553082702930046,1.0
0.9730618423077344,1.0,1.0,0.7371627921707433,1.0,1.0,1.0,0.8551123172392389,1.0
0.9724980420914306,1.0,1.0,0.7373346862795158,1.0,1.0,1.0,0.8549163641854732,1.0
0.9719342418751268,1.0,1.0,0.7375065803882883,1.0,1.0,1.0,0.8547204111317075,1.0
0.9713704416588229,1.0,1.0,0.7376784744970608,1.0,1.0,1.0,0.8545244580779419,1.0
0.970806641442519,1.0,1.0,0.7378503686058333,1.0,1.0,1.0,0.8543285050241762,1.0
0.9702428412262152,1.0,1.0,0.7380222627146058,1.0,1.0,1.0,0.8541325519704105,1.0
0.9696790410099113,1.0,1.0,0.7381941568233782,1.0,1.0,1.0,0.8539365989166448,1.0
0.9691152407936076,1.0,1.0,0.7383660509321507,1.0,1.0,1.0,0.8537406458628791,1.0
0.9685514405773037,1.0,1.0,0.7385379450409232,1.0,1.0,1.0,0.8535446928091135,1.0
0.9679876403609998,1.0,1.0,0.7387098391496957,1.0,1.0,1.0,0.8533487397553478,1.0
0.967423840144696,1.0,1.0,0.7388817332584682,1.0,1.0,1.0,0.853152786701582,1.0
0.9668600399283921,1.0,1.0,0.7390536273672407,1.0,1.0,1.0,0.8529568336478164,1.0
0.9662962397120882,1.0,1.0,0.7392255214760132,1.0,1.0,1.0,0.8527608805940508,1.0
0.9657324394957844,1.0,1.0,0.7393974155847857,1.0,1.0,1.0,0.852564927540285,1.0
0.9651686392794806,1.0,1.0,0.7395693096935582,1.0,1.0,1.0,0.8523689744865194,1.0
